Postcode,Latitude,Longitude,Terminated,Population,Households,Built Up Area
NN18 8NL,52.468221,-0.7158,,53,17,Corby
NN18 8NN,52.4634,-0.725596,,13,5,Corby
NN18 8NP,52.467981,-0.716837,,35,14,Corby
NN18 8NQ,52.467631,-0.716097,,85,25,Corby
NN18 8NR,52.46948,-0.714218,,58,24,Corby
NN18 8NS,52.46965,-0.7133,,25,8,Corby
NN18 8NT,52.469231,-0.715226,,50,21,Corby
NN18 8NU,52.469861,-0.714442,,39,14,Corby
NN18 8NW,52.472272,-0.708851,,162,61,Corby
NN18 8NX,52.471388,-0.708597,,94,33,Corby
NN18 8NY,52.471227,-0.707807,,174,54,Corby
NN18 8NZ,52.471449,-0.705916,,118,38,Corby
NN18 8PA,52.471963,-0.704443,,123,35,Corby
NN18 8PB,52.472231,-0.705878,,38,15,Corby
NN18 8PD,52.472109,-0.707133,,72,22,Corby
NN18 8PE,52.469702,-0.705717,,106,31,Corby
NN18 8PF,52.470417,-0.705328,,23,8,Corby
NN18 8PG,52.469833,-0.706169,,50,13,Corby
NN18 8PH,52.471701,-0.698562,,164,57,Corby
NN18 8PJ,52.47065,-0.702774,,109,33,Corby
NN18 8PL,52.470965,-0.701189,,83,26,Corby
NN18 8PN,52.472246,-0.699915,,135,49,Corby
NN18 8PP,52.472945,-0.699703,,44,14,Corby
NN18 8PQ,52.472149,-0.700875,,57,20,Corby
NN18 8PR,52.473811,-0.698294,,97,35,Corby
NN18 8PT,52.469678,-0.705129,,86,34,Corby
NN18 8PU,52.468503,-0.707003,,113,38,Corby
NN18 8PW,52.469173,-0.704967,,146,56,Corby
NN18 8PX,52.472007,-0.699451,,97,32,Corby
NN18 8PY,52.471367,-0.699308,,83,28,Corby
NN18 8PZ,52.47208,-0.698669,,40,14,Corby
NN18 8QA,52.474307,-0.701768,,54,3,Corby
NN18 8QB,52.473834,-0.701267,,64,23,Corby
NN18 8QD,52.473318,-0.701724,,140,52,Corby
NN18 8QE,52.473304,-0.700443,,70,24,Corby
NN18 8QF,52.466549,-0.703454,,87,24,Corby
NN18 8QG,52.467055,-0.705309,,14,4,Corby
NN18 8QH,52.467659,-0.707911,,97,40,Corby
NN18 8QJ,52.466603,-0.704291,,59,15,Corby
NN18 8QL,52.466105,-0.703158,,28,11,Corby
NN18 8QN,52.466739,-0.706849,,103,33,Corby
NN18 8QP,52.467306,-0.708569,,54,20,Corby
NN18 8QQ,52.466136,-0.706837,,138,35,Corby
NN18 8QR,52.464762,-0.705258,,46,22,Corby
NN18 8QS,52.464661,-0.702626,,43,12,Corby
NN18 8QT,52.473412,-0.707007,,9,2,Corby
NN18 8QU,52.465386,-0.706462,,44,13,Corby
NN18 8QW,52.464758,-0.705759,,43,10,Corby
NN18 8QX,52.463925,-0.705194,,119,32,Corby
NN18 8QY,52.463879,-0.704254,,72,22,Corby
NN18 8QZ,52.465412,-0.704753,,50,15,Corby
NN18 8RA,52.465574,-0.70469,,21,7,Corby
NN18 8RB,52.465043,-0.703896,,13,4,Corby
NN18 8RD,52.467456,-0.701102,,29,8,
NN18 8RE,52.467463,-0.702367,,52,17,Corby
NN18 8RF,52.468037,-0.703042,,79,30,Corby
NN18 8RG,52.468794,-0.703255,,82,27,Corby
NN18 8RH,52.466001,-0.702631,,12,4,Corby
NN18 8RJ,52.466625,-0.706249,,70,26,Corby
NN18 8RL,52.466025,-0.705663,,35,14,Corby
NN18 8RN,52.466798,-0.708982,,146,48,Corby
NN18 8RP,52.476259,-0.705083,,127,43,Corby
NN18 8RQ,52.477562,-0.705103,,150,58,Corby
NN18 8RR,52.47654,-0.697977,,110,37,Corby
NN18 8RS,52.477557,-0.706222,,81,30,Corby
NN18 8RT,52.47487,-0.70324,,25,12,Corby
NN18 8RU,52.477739,-0.697412,,63,18,Corby
NN18 8RW,52.477622,-0.698211,,140,42,Corby
NN18 8RX,52.477181,-0.699048,,49,18,Corby
NN18 8RY,52.475951,-0.698482,,113,40,Corby
NN18 8RZ,52.476068,-0.697535,,97,30,Corby
NN18 8SB,52.474815,-0.672204,,58,28,
NN18 8SL,52.477907,-0.695581,,57,27,
NN18 8SN,52.478257,-0.693833,,21,7,
NN18 8SS,52.477372,-0.693506,,31,15,
NN18 8ST,52.477364,-0.694568,,25,9,
NN18 8TJ,52.459816,-0.73359,,3,1,
NN18 8TX,52.46438,-0.702472,,8,3,Corby
NN18 9AA,52.479543,-0.728531,,12,7,Corby
NN18 9AB,52.479093,-0.7285,,5,3,Corby
NN18 9AD,52.478751,-0.727656,,14,8,Corby
NN18 9AE,52.478774,-0.728951,,9,4,Corby
NN18 9AF,52.477656,-0.730279,,33,15,Corby
NN18 9AG,52.477919,-0.727989,,18,8,Corby
NN18 9AH,52.477733,-0.729114,,21,8,Corby
NN18 9AJ,52.478454,-0.728445,,85,39,Corby
NN18 9AL,52.479439,-0.708304,,11,4,Corby
NN18 9AQ,52.478117,-0.726408,,19,11,Corby
NN18 9AU,52.480551,-0.723672,,97,38,Corby
NN18 9AX,52.48001,-0.723467,,96,41,Corby
NN18 9AY,52.479646,-0.724788,,7,4,Corby
NN18 9AZ,52.47982,-0.723428,,89,40,Corby
NN18 9BA,52.479037,-0.723319,,122,47,Corby
NN18 9BB,52.480256,-0.718836,,92,38,Corby
NN18 9BD,52.480629,-0.717589,,102,38,Corby
NN18 9BE,52.478232,-0.721987,,149,67,Corby
NN18 9BG,52.480026,-0.716664,,12,5,Corby
NN18 9BH,52.480003,-0.718652,,8,5,Corby
NN18 9BJ,52.480936,-0.715989,,114,45,Corby
NN18 9BL,52.48001,-0.720993,,127,40,Corby
NN18 9BN,52.479578,-0.721772,,116,40,Corby
NN18 9BP,52.480344,-0.719586,,18,7,Corby
NN18 9BQ,52.481221,-0.717424,,12,7,Corby
NN18 9BS,52.474226,-0.73746,,154,69,Corby
NN18 9BU,52.473274,-0.738385,,122,56,Corby
NN18 9BW,52.480083,-0.72024,,65,24,Corby
NN18 9BX,52.469447,-0.73377,,5,2,Corby
NN18 9DA,52.473748,-0.733086,,7,4,Corby
NN18 9DB,52.470774,-0.727459,,20,13,Corby
NN18 9DD,52.469884,-0.726543,,165,59,Corby
NN18 9DE,52.469962,-0.728027,,140,47,Corby
NN18 9DF,52.469975,-0.730073,,174,60,Corby
NN18 9DG,52.469938,-0.73243,,152,64,Corby
NN18 9DH,52.471409,-0.730459,,128,52,Corby
NN18 9DJ,52.471664,-0.728228,,180,66,Corby
NN18 9DL,52.47118,-0.726741,,58,26,Corby
NN18 9DN,52.475108,-0.73499,,13,5,Corby
NN18 9DP,52.474081,-0.734004,,41,25,Corby
NN18 9DQ,52.471634,-0.732145,,156,56,Corby
NN18 9DR,52.473647,-0.73462,,25,13,Corby
NN18 9DS,52.474515,-0.735066,,87,41,Corby
NN18 9DT,52.472114,-0.733502,,6,1,Corby
NN18 9DU,52.472486,-0.729427,,32,15,Corby
NN18 9DW,52.473616,-0.733399,,24,11,Corby
NN18 9DX,52.472883,-0.732051,,13,8,Corby
NN18 9DY,52.474104,-0.732752,,16,7,Corby
NN18 9DZ,52.470841,-0.731182,,97,43,Corby
NN18 9EA,52.474528,-0.732106,,49,27,Corby
NN18 9EB,52.473545,-0.731796,,67,27,Corby
NN18 9ED,52.473591,-0.730234,,42,20,Corby
NN18 9EE,52.472622,-0.731204,,69,23,Corby
NN18 9EF,52.472956,-0.729722,,62,25,Corby
NN18 9EG,52.476299,-0.733705,,46,20,Corby
NN18 9EH,52.475263,-0.736929,,127,49,Corby
NN18 9EJ,52.470959,-0.733977,,1,1,Corby
NN18 9EL,52.470147,-0.737665,,88,36,Corby
NN18 9EN,52.470288,-0.736645,,121,42,Corby
NN18 9EP,52.469959,-0.738612,,102,41,Corby
NN18 9EQ,52.469926,-0.735566,,92,42,Corby
NN18 9ER,52.472137,-0.73883,,64,27,Corby
NN18 9EU,52.465366,-0.73558,,4,1,Corby
NN18 9EW,52.469907,-0.739659,,62,32,Corby
NN18 9FD,52.479158,-0.717911,,14,5,Corby
NN18 9FE,52.479391,-0.718819,,3,3,Corby
NN18 9FF,52.479548,-0.717355,,12,6,Corby
NN18 9FG,52.4792,-0.71763,,8,2,Corby
NN18 9HA,52.477767,-0.714771,,40,24,Corby
NN18 9HB,52.476762,-0.716819,,50,22,Corby
NN18 9HD,52.476351,-0.717832,,16,9,Corby
NN18 9HE,52.479707,-0.715466,,24,8,Corby
NN18 9HF,52.478977,-0.713617,,99,34,Corby
NN18 9HG,52.479037,-0.715868,,146,50,Corby
NN18 9HH,52.479642,-0.716056,,31,11,Corby
NN18 9HL,52.480076,-0.71466,,99,51,Corby
NN18 9HN,52.479604,-0.717738,,1,1,Corby
NN18 9HQ,52.479897,-0.716358,,8,4,Corby
NN18 9HR,52.481011,-0.714618,,108,45,Corby
NN18 9HS,52.481018,-0.715324,,26,10,Corby
NN18 9HT,52.472968,-0.734153,,121,50,Corby
NN18 9HU,52.475669,-0.720339,,24,8,Corby
NN18 9HX,52.476097,-0.721607,,52,19,Corby
NN18 9HY,52.477003,-0.721493,,76,35,Corby
NN18 9HZ,52.476868,-0.716491,,1,1,Corby
NN18 9JA,52.47797,-0.712822,,61,22,Corby
NN18 9JB,52.477171,-0.713699,,137,62,Corby
NN18 9JD,52.476287,-0.715153,,113,50,Corby
NN18 9JE,52.47664,-0.714539,,64,26,Corby
NN18 9JG,52.475573,-0.716396,,102,52,Corby
NN18 9JH,52.474301,-0.718523,,100,45,Corby
NN18 9JJ,52.473914,-0.719271,,99,42,Corby
NN18 9JL,52.474769,-0.7177,,118,49,Corby
NN18 9JN,52.475122,-0.717323,,96,43,Corby
NN18 9JP,52.473414,-0.721288,,149,56,Corby
NN18 9JQ,52.475812,-0.71605,,74,39,Corby
NN18 9JR,52.475007,-0.719784,,93,55,Corby
NN18 9JS,52.473474,-0.720152,,167,69,Corby
NN18 9JT,52.478027,-0.713865,,9,3,Corby
NN18 9JU,52.472137,-0.723783,,19,8,Corby
NN18 9JW,52.472557,-0.722682,,19,10,Corby
NN18 9JX,52.472008,-0.724288,,24,8,Corby
NN18 9JY,52.472667,-0.723694,,32,11,Corby
NN18 9LE,52.483751,-0.706396,,4,2,Corby
NN18 9LF,52.483562,-0.706179,,52,26,Corby
NN18 9LG,52.48255,-0.706533,,117,44,Corby
NN18 9LH,52.482364,-0.707613,,36,17,Corby
NN18 9LJ,52.482712,-0.709871,,18,8,Corby
NN18 9LL,52.482388,-0.704019,,42,17,Corby
NN18 9LN,52.481812,-0.705612,,61,27,Corby
NN18 9LP,52.481186,-0.705954,,97,48,Corby
NN18 9LQ,52.483458,-0.704061,,22,10,Corby
NN18 9LR,52.481475,-0.703634,,37,14,Corby
NN18 9LS,52.483426,-0.702766,,34,12,Corby
NN18 9LT,52.481552,-0.708196,,31,16,Corby
NN18 9LU,52.481357,-0.709233,,124,40,Corby
NN18 9LW,52.482174,-0.708296,,63,33,Corby
NN18 9LX,52.48162,-0.704513,,46,18,Corby
NN18 9LZ,52.48264,-0.702407,,61,28,Corby
NN18 9NA,52.480302,-0.704905,,28,13,Corby
NN18 9NB,52.480409,-0.708097,,140,57,Corby
NN18 9ND,52.480234,-0.706041,,131,57,Corby
NN18 9NE,52.480156,-0.707148,,26,16,Corby
NN18 9NG,52.47992,-0.708612,,51,23,Corby
NN18 9NH,52.485329,-0.692711,,97,40,Corby
NN18 9NP,52.481801,-0.702991,,50,20,Corby
NN18 9NT,52.478644,-0.710313,,1,1,Corby
NN18 9PA,52.468344,-0.732225,,113,49,Corby
NN18 9PB,52.468669,-0.733129,,102,56,Corby
NN18 9PD,52.468208,-0.730418,,84,46,Corby
NN18 9PE,52.46827,-0.731182,,136,53,Corby
NN18 9PF,52.468537,-0.728363,,89,39,Corby
NN18 9PG,52.468655,-0.729331,,97,35,Corby
NN18 9PH,52.468255,-0.727223,,143,62,Corby
NN18 9PJ,52.467314,-0.728398,,130,53,Corby
NN18 9PL,52.467047,-0.729466,,84,37,Corby
NN2 6AA,52.24742,-0.897416,,77,30,Northampton
NN2 6AE,52.246806,-0.896215,,2,1,Northampton
NN2 6AF,52.247833,-0.898328,,201,0,Northampton
NN2 6AG,52.248285,-0.898625,,4,1,Northampton
NN2 6AH,52.246481,-0.897951,,15,6,Northampton
NN2 6AJ,52.245892,-0.897791,,12,4,Northampton
NN2 6AP,52.246761,-0.899131,,96,39,Northampton
NN2 6AQ,52.246824,-0.898119,,32,25,Northampton
NN2 6AW,52.247506,-0.89923,,56,20,Northampton
NN2 6AX,52.244936,-0.902326,,14,7,Northampton
NN2 6BB,52.245798,-0.901879,,136,55,Northampton
NN2 6BD,52.245541,-0.903292,,82,39,Northampton
NN2 6BE,52.246078,-0.902019,,80,47,Northampton
NN2 6BF,52.25016,-0.897201,,93,54,Northampton
NN2 6BG,52.246277,-0.90216,,90,39,Northampton
NN2 6BH,52.246594,-0.900512,,33,7,Northampton
NN2 6BJ,52.246502,-0.902169,,125,47,Northampton
NN2 6BL,52.246699,-0.902385,,101,48,Northampton
NN2 6BP,52.246944,-0.902334,,89,44,Northampton
NN2 6BQ,52.246108,-0.900465,,14,9,Northampton
NN2 6BS,52.247159,-0.902285,,108,42,Northampton
NN2 6BT,52.247102,-0.900016,,68,30,Northampton
NN2 6BU,52.247475,-0.900461,,22,9,Northampton
NN2 6BW,52.247084,-0.90384,,2,2,Northampton
NN2 6BX,52.247951,-0.900464,,24,13,Northampton
NN2 6BY,52.247426,-0.902264,,96,47,Northampton
NN2 6BZ,52.247618,-0.902318,,132,51,Northampton
NN2 6DA,52.248648,-0.904139,,95,43,Northampton
NN2 6DD,52.247895,-0.90215,,112,46,Northampton
NN2 6DE,52.24805,-0.902395,,111,48,Northampton
NN2 6DF,52.248392,-0.900468,,29,7,Northampton
NN2 6DG,52.249017,-0.899998,,83,50,Northampton
NN2 6DH,52.248311,-0.902374,,110,49,Northampton
NN2 6DJ,52.248535,-0.90228,,105,47,Northampton
NN2 6DL,52.245028,-0.903187,,11,10,Northampton
NN2 6DN,52.248784,-0.902333,,111,46,Northampton
NN2 6DP,52.249669,-0.900803,,18,5,Northampton
NN2 6DR,52.249253,-0.902189,,160,66,Northampton
NN2 6DS,52.246084,-0.89884,,45,36,Northampton
NN2 6DT,52.245995,-0.899926,,60,36,Northampton
NN2 6DU,52.245855,-0.8993,,63,50,Northampton
NN2 6DW,52.248967,-0.902343,,113,39,Northampton
NN2 6DZ,52.249587,-0.900394,,31,8,Northampton
NN2 6ED,52.252316,-0.897045,,62,56,Northampton
NN2 6EG,52.251592,-0.898425,,48,25,Northampton
NN2 6EH,52.251331,-0.897421,,62,27,Northampton
NN2 6EJ,52.250933,-0.898222,,18,7,Northampton
NN2 6EN,52.249929,-0.897808,,34,9,Northampton
NN2 6EP,52.248923,-0.897657,,61,26,Northampton
NN2 6EQ,52.252907,-0.89416,,86,42,Northampton
NN2 6ER,52.249264,-0.898512,,87,38,Northampton
NN2 6ES,52.24983,-0.899671,,80,35,Northampton
NN2 6ET,52.250101,-0.898638,,18,12,Northampton
NN2 6EU,52.250342,-0.899423,,110,30,Northampton
NN2 6EW,52.250046,-0.895637,,99,39,Northampton
NN2 6EX,52.25009,-0.900308,,21,7,Northampton
NN2 6EY,52.250602,-0.899314,,88,33,Northampton
NN2 6FA,52.250443,-0.900578,,34,28,Northampton
NN2 6HA,52.252735,-0.895028,,53,33,Northampton
NN2 6HB,52.250798,-0.900335,,4,4,Northampton
NN2 6HD,52.252114,-0.899438,,1,1,Northampton
NN2 6HE,52.252132,-0.899438,,2,1,Northampton
NN2 6HF,52.252401,-0.901335,,54,29,Northampton
NN2 6HG,52.251737,-0.901527,,32,16,Northampton
NN2 6HH,52.251347,-0.900145,,26,24,Northampton
NN2 6HJ,52.251383,-0.899236,,48,24,Northampton
NN2 6HL,52.250923,-0.901884,,65,21,Northampton
NN2 6HN,52.250646,-0.902096,,57,23,Northampton
NN2 6HP,52.249479,-0.903312,,27,10,Northampton
NN2 6HQ,52.251999,-0.900671,,16,6,Northampton
NN2 6HR,52.24978,-0.90181,,90,43,Northampton
NN2 6HS,52.250634,-0.900866,,32,22,Northampton
NN2 6HU,52.252735,-0.895014,,19,16,Northampton
NN2 6HW,52.250196,-0.90202,,99,41,Northampton
NN2 6HZ,52.249506,-0.895562,,2,1,Northampton
NN2 6JA,52.249609,-0.894095,,138,46,Northampton
NN2 6JD,52.252077,-0.890693,,177,0,Northampton
NN2 6JE,52.253561,-0.894582,,33,11,Northampton
NN2 6JF,52.251911,-0.884882,,112,34,Northampton
NN2 6JG,52.252391,-0.88591,,131,60,Northampton
NN2 6JH,52.252338,-0.886951,,26,22,Northampton
NN2 6JJ,52.252106,-0.88807,,22,6,Northampton
NN2 6JL,52.252673,-0.888115,,11,10,Northampton
NN2 6JN,52.254637,-0.890498,,92,32,Northampton
NN2 6JP,52.254033,-0.894102,,171,65,Northampton
NN2 6JR,52.252576,-0.89698,,102,58,Northampton
NN2 6JT,52.253874,-0.897343,,69,25,Northampton
NN2 6JU,52.254974,-0.894738,,157,67,Northampton
NN2 6JX,52.25474,-0.894714,,172,71,Northampton
NN2 6JY,52.255232,-0.896372,,55,23,Northampton
NN2 6JZ,52.255358,-0.895417,,152,52,Northampton
NN2 6LA,52.254385,-0.89843,,92,40,Northampton
NN2 6LD,52.255556,-0.891867,,28,12,Northampton
NN2 6LE,52.253854,-0.900025,,16,12,Northampton
NN2 6LF,52.245285,-0.901789,,25,11,Northampton
NN2 6LG,52.245435,-0.90057,,20,12,Northampton
NN2 6LH,52.252993,-0.898303,,145,55,Northampton
NN2 6LL,52.252506,-0.899047,,150,82,Northampton
NN2 6LP,52.255269,-0.900327,,97,38,Northampton
NN2 6LQ,52.245522,-0.901271,,22,12,Northampton
NN2 6LR,52.257479,-0.900184,,74,31,Northampton
NN2 6LS,52.253309,-0.903261,,124,46,Northampton
NN2 6LU,52.261213,-0.903433,,34,30,Northampton
NN2 6LX,52.25207,-0.904405,,79,35,Northampton
NN2 6LY,52.253309,-0.905166,,59,20,Northampton
NN2 6LZ,52.254015,-0.90405,,42,19,Northampton
NN2 6ND,52.254262,-0.903517,,52,21,Northampton
NN2 6NF,52.261187,-0.901602,,13,11,Northampton
NN2 6NG,52.261597,-0.903086,,36,26,Northampton
NN2 6NH,52.25664,-0.901099,,2,1,Northampton
NN2 6NL,52.260503,-0.902468,,57,32,Northampton
NN2 6NN,52.260234,-0.902534,,46,28,Northampton
NN2 6NQ,52.262099,-0.903192,,16,13,Northampton
NN2 6NR,52.260939,-0.902003,,97,50,Northampton
NN2 6NS,52.258909,-0.898332,,63,21,Northampton
NN2 6NT,52.258496,-0.898386,,124,47,Northampton
NN2 6NU,52.258156,-0.899494,,61,27,Northampton
NN2 6NW,52.261284,-0.903284,,35,19,Northampton
NN2 6NX,52.255165,-0.89885,,92,35,Northampton
NN2 6NY,52.257223,-0.898784,,114,40,Northampton
NN2 6NZ,52.255215,-0.898438,,59,28,Northampton
NN2 6PA,52.256985,-0.89835,,116,36,Northampton
NN2 6PB,52.257187,-0.894888,,46,24,Northampton
NN2 6PD,52.256761,-0.894767,,136,43,Northampton
NN2 6PE,52.265014,-0.901214,,16,5,Northampton
NN2 6PG,52.25616,-0.897536,,146,48,Northampton
NN2 6PH,52.256184,-0.896275,,141,54,Northampton
NN2 6PQ,52.25621,-0.897139,,95,41,Northampton
NN2 6PS,52.260393,-0.901284,,6,4,Northampton
NN2 6PT,52.259211,-0.90297,,30,20,Northampton
NN2 6PU,52.261913,-0.903533,,20,11,Northampton
NN2 6QA,52.2598,-0.90231,,21,9,Northampton
NN2 6QB,52.260459,-0.903539,,82,35,Northampton
NN2 6QD,52.261323,-0.905554,,69,32,Northampton
NN2 6QE,52.263124,-0.902946,,58,33,Northampton
NN2 6QF,52.263253,-0.902357,,64,35,Northampton
NN2 6QG,52.260493,-0.907187,,7,5,Northampton
NN2 6QH,52.26432,-0.901055,,5,3,Northampton
NN2 6QJ,52.263264,-0.903485,,110,62,Northampton
NN2 6QL,52.262986,-0.906525,,106,47,Northampton
NN2 6QN,52.2635,-0.906658,,75,34,Northampton
NN2 6QP,52.26449,-0.907748,,66,42,Northampton
NN2 6QQ,52.262178,-0.902691,,47,27,Northampton
NN2 6QR,52.264121,-0.907713,,41,20,Northampton
NN2 6QS,52.262275,-0.908623,,69,36,Northampton
NN2 6QT,52.263281,-0.901491,,4,3,Northampton
NN2 6QU,52.262613,-0.90986,,19,10,Northampton
NN2 6QW,52.261667,-0.903817,,10,8,Northampton
NN2 6QX,52.262094,-0.909213,,38,15,Northampton
NN2 6QY,52.260638,-0.907609,,8,3,Northampton
NN2 6QZ,52.260381,-0.905768,,9,4,Northampton
NN2 6RD,52.259916,-0.906996,,44,22,Northampton
NN2 6RE,52.259995,-0.906789,,11,4,Northampton
NN2 6RN,52.252827,-0.89589,,22,18,Northampton
NN2 6RP,52.257856,-0.905904,,105,38,Northampton
NN2 6RQ,52.259206,-0.906075,,61,26,Northampton
NN2 7AA,52.269175,-0.894282,,48,17,Northampton
NN2 7AB,52.2689,-0.893732,,24,7,Northampton
NN2 7AD,52.269102,-0.893552,,6,2,Northampton
NN2 7AE,52.268599,-0.892333,,11,7,Northampton
NN2 7AF,52.270738,-0.891312,,65,23,Northampton
NN2 7AG,52.274402,-0.886032,,8,3,Northampton
NN2 7AJ,52.27536,-0.883971,,2,1,Northampton
NN2 7AL,52.271992,-0.883103,,1077,1,Northampton
NN2 7AN,52.272135,-0.886163,,3,1,Northampton
NN2 7AQ,52.272653,-0.889344,,64,24,Northampton
NN2 7AS,52.268906,-0.889643,,69,35,Northampton
NN2 7AT,52.268875,-0.889116,,74,38,Northampton
NN2 7AU,52.270122,-0.88888,,37,20,Northampton
NN2 7AX,52.259098,-0.900232,,1,1,Northampton
NN2 7AZ,52.260368,-0.900758,,6,2,Northampton
NN2 7BA,52.269101,-0.891236,,55,25,Northampton
NN2 7BB,52.261541,-0.900011,,13,5,Northampton
NN2 7BE,52.258079,-0.893239,,87,30,Northampton
NN2 7BG,52.258737,-0.894322,,113,48,Northampton
NN2 7BJ,52.257786,-0.890741,,137,45,Northampton
NN2 7BL,52.251874,-0.881895,,169,41,Northampton
NN2 7BN,52.253688,-0.885409,,117,41,Northampton
NN2 7BP,52.253484,-0.887362,,67,24,Northampton
NN2 7BQ,52.25811,-0.894587,,91,53,Northampton
NN2 7BS,52.254795,-0.889058,,164,66,Northampton
NN2 7BT,52.255558,-0.888936,,95,37,Northampton
NN2 7BU,52.256116,-0.88901,,22,13,Northampton
NN2 7BW,52.253112,-0.885145,,20,6,Northampton
NN2 7BX,52.255056,-0.886591,,57,22,Northampton
NN2 7BY,52.253627,-0.884458,,69,29,Northampton
NN2 7BZ,52.253808,-0.883574,,49,19,Northampton
NN2 7DA,52.254293,-0.884514,,60,20,Northampton
NN2 7DB,52.25493,-0.88526,,39,17,Northampton
NN2 7DD,52.255389,-0.885366,,88,44,Northampton
NN2 7DE,52.254693,-0.883069,,72,25,Northampton
NN2 7DF,52.254525,-0.883307,,67,23,Northampton
NN2 7DG,52.255518,-0.880982,,91,37,Northampton
NN2 7DH,52.255438,-0.882962,,35,13,Northampton
NN2 7DJ,52.256113,-0.883048,,88,35,Northampton
NN2 7DL,52.256364,-0.881357,,55,25,Northampton
NN2 7DN,52.253427,-0.886089,,9,5,Northampton
NN2 7DQ,52.255443,-0.881585,,121,51,Northampton
NN2 7DR,52.268895,-0.891314,,122,48,Northampton
NN2 7DT,52.255801,-0.872888,,148,54,Northampton
NN2 7DU,52.256419,-0.873546,,95,32,Northampton
NN2 7DX,52.257967,-0.873712,,52,16,Northampton
NN2 7DY,52.2577,-0.874027,,30,12,Northampton
NN2 7DZ,52.258118,-0.873503,,12,4,Northampton
NN2 7EA,52.258559,-0.874576,,26,8,Northampton
NN2 7EB,52.256539,-0.874862,,115,51,Northampton
NN2 7ED,52.256862,-0.87481,,64,27,Northampton
NN2 7EE,52.25723,-0.875665,,66,25,Northampton
NN2 7EF,52.25645,-0.875831,,17,6,Northampton
NN2 7EG,52.257338,-0.87468,,15,6,Northampton
NN2 7EH,52.258495,-0.877303,,96,39,Northampton
NN2 7EJ,52.25896,-0.878918,,50,22,Northampton
NN2 7EL,52.259549,-0.87839,,98,39,Northampton
NN2 7EN,52.259359,-0.878542,,31,14,Northampton
NN2 7EP,52.257492,-0.880478,,89,40,Northampton
NN2 7EQ,52.258537,-0.876013,,71,24,Northampton
NN2 7ER,52.257993,-0.880202,,39,14,Northampton
NN2 7ES,52.258017,-0.879044,,70,28,Northampton
NN2 7ET,52.256227,-0.877009,,103,39,Northampton
NN2 7EU,52.256404,-0.876682,,64,28,Northampton
NN2 7EW,52.258524,-0.880321,,29,12,Northampton
NN2 7HD,52.253938,-0.875455,,73,27,Northampton
NN2 7HE,52.253058,-0.876561,,21,7,Northampton
NN2 7HF,52.251111,-0.878881,,109,19,Northampton
NN2 7HG,52.251624,-0.87922,,35,12,Northampton
NN2 7HH,52.252745,-0.877727,,20,13,Northampton
NN2 7HJ,52.253741,-0.876486,,18,9,Northampton
NN2 7HN,52.25522,-0.877283,,97,44,Northampton
NN2 7HS,52.255586,-0.879559,,95,47,Northampton
NN2 7HT,52.255347,-0.879917,,31,11,Northampton
NN2 7HU,52.254743,-0.877881,,111,41,Northampton
NN2 7HW,52.255461,-0.877145,,146,69,Northampton
NN2 7HX,52.254628,-0.878148,,79,40,Northampton
NN2 7HY,52.254193,-0.878715,,93,42,Northampton
NN2 7HZ,52.254088,-0.87904,,115,51,Northampton
NN2 7JA,52.254425,-0.881317,,27,15,Northampton
NN2 7JB,52.254492,-0.880788,,15,8,Northampton
NN2 7JD,52.253668,-0.87952,,90,48,Northampton
NN2 7JE,52.253447,-0.879657,,122,54,Northampton
NN2 7JF,52.25313,-0.880324,,127,52,Northampton
NN2 7JG,52.252942,-0.88049,,112,52,Northampton
NN2 7JH,52.252552,-0.880998,,95,48,Northampton
NN2 7JJ,52.252529,-0.881438,,91,42,Northampton
NN2 7JP,52.258873,-0.900238,,18,15,Northampton
NN2 7JQ,52.25353,-0.882702,,38,13,Northampton
NN2 7JT,52.256295,-0.88609,,56,32,Northampton
NN2 7JU,52.256072,-0.885305,,60,31,Northampton
NN2 7JW,52.252497,-0.877088,,30,21,Northampton
NN2 7JX,52.256664,-0.887136,,78,38,Northampton
NN2 7JY,52.257268,-0.88444,,44,19,Northampton
NN2 7JZ,52.25667,-0.885803,,41,20,Northampton
NN2 7LA,52.25835,-0.882874,,74,32,Northampton
NN2 7LB,52.260376,-0.882252,,37,17,Northampton
NN2 7LD,52.261113,-0.883127,,21,12,Northampton
NN2 7LE,52.262115,-0.882618,,9,6,Northampton
NN2 7LF,52.26187,-0.883299,,19,8,Northampton
NN2 7LG,52.262654,-0.882605,,28,13,Northampton
NN2 7LH,52.260484,-0.881253,,23,12,Northampton
NN2 7LJ,52.259796,-0.881695,,11,9,Northampton
NN2 7LL,52.259673,-0.881039,,20,10,Northampton
NN2 7LN,52.258957,-0.881438,,18,9,Northampton
NN2 7LP,52.257325,-0.881904,,53,22,Northampton
NN2 7LQ,52.261229,-0.882069,,38,21,Northampton
NN2 7LR,52.256653,-0.883063,,27,15,Northampton
NN2 7LS,52.256674,-0.880484,,70,25,Northampton
NN2 7LT,52.256473,-0.879259,,19,8,Northampton
NN2 7LW,52.260153,-0.883327,,76,37,Northampton
NN2 7LX,52.256147,-0.879326,,24,15,Northampton
NN2 7NB,52.258042,-0.881651,,27,14,Northampton
NN2 7ND,52.259436,-0.880093,,48,22,Northampton
NN2 7NE,52.260794,-0.878857,,74,28,Northampton
NN2 7NF,52.261763,-0.878715,,30,12,Northampton
NN2 7NG,52.262179,-0.87699,,65,25,Northampton
